Book_ID,Title,Author,Genre,SubGenre,Publisher,Language,Pages,Publication_Year,Rating,Votes,Price,ISBN,Description,Cover_Image
3993,The Forgotten Journey 3993,Author 149,Mystery,Psychological,Publisher 26,English,776,2018,4.3,39559,377,6195400094989,"A compelling mystery novel by Author 149 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3994,The Bright Secrets 3994,Author 15,Poetry,Python,Publisher 6,Hindi,261,1994,1.2,27286,1477,1430513003535,"A compelling poetry novel by Author 15 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3995,The Hidden Secrets 3995,Author 107,Business,Gothic,Publisher 30,French,457,1984,2.8,14029,1177,0473302169226,"A compelling business novel by Author 107 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3996,The Emerald Empire 3996,Author 122,Programming,Psychological,Publisher 3,Spanish,791,2002,2.1,2813,1587,5674414201318,"A compelling programming novel by Author 122 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3997,The Golden Mind 3997,Author 9,Children,Gothic,Publisher 21,Hindi,275,1996,2.1,44210,1249,5923503152743,"A compelling children novel by Author 9 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3998,The Lost Empire 3998,Author 21,Technology,Productivity,Publisher 14,Spanish,642,1993,2.9,34937,1812,7399845648922,"A compelling technology novel by Author 21 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3999,The Bright Forest 3999,Author 143,Historical,Cyberpunk,Publisher 18,Urdu,435,2022,4.0,23789,1231,9022594741606,"A compelling historical novel by Author 143 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4000,The Crimson Forest 4000,Author 147,Historical,Contemporary,Publisher 27,Hindi,533,2016,2.6,11352,841,6100615998889,"A compelling historical novel by Author 147 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4001,The Infinite Code 4001,Author 57,Business,AI,Publisher 22,Hindi,717,2014,2.5,34653,499,2109415867392,"A compelling business novel by Author 57 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4002,The Infinite Forest 4002,Author 76,Mystery,Gothic,Publisher 30,English,584,1993,1.4,8789,1250,7447254052973,"A compelling mystery novel by Author 76 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4003,The Bright Mind 4003,Author 128,Horror,Gothic,Publisher 24,Hindi,243,2017,1.6,37878,1767,0762603137813,"A compelling horror novel by Author 128 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4004,The Silent Empire 4004,Author 116,Poetry,Productivity,Publisher 25,Spanish,891,1980,4.9,13428,449,3206054951214,"A compelling poetry novel by Author 116 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4005,The Bright Mind 4005,Author 3,Philosophy,Python,Publisher 25,Spanish,261,2015,4.3,22500,1357,2373927426281,"A compelling philosophy novel by Author 3 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4006,The Bright Secrets 4006,Author 7,Romance,Epic,Publisher 30,French,180,2003,2.6,35784,750,0514227485457,"A compelling romance novel by Author 7 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4007,The Forgotten River 4007,Author 31,Programming,Productivity,Publisher 7,English,762,2003,1.7,36188,1719,2725010104696,"A compelling programming novel by Author 31 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4008,The Forgotten Forest 4008,Author 6,Science Fiction,AI,Publisher 8,Hindi,235,2007,2.1,14956,1894,5270500460706,"A compelling science fiction novel by Author 6 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4009,The Crimson Legacy 4009,Author 12,Health,AI,Publisher 27,Spanish,777,1996,3.6,42828,973,3841870269537,"A compelling health novel by Author 12 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4010,The Hidden River 4010,Author 19,Mystery,Psychological,Publisher 30,Urdu,594,2016,4.5,14907,1600,2417873505318,"A compelling mystery novel by Author 19 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4011,The Bright Secrets 4011,Author 53,Adventure,Productivity,Publisher 14,Hindi,428,2013,2.4,13710,526,4804708977158,"A compelling adventure novel by Author 53 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4012,The Forgotten Mind 4012,Author 28,Fantasy,Medieval,Publisher 22,English,262,2014,3.4,40334,1496,9779587526130,"A compelling fantasy novel by Author 28 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4013,The Bright Secrets 4013,Author 104,Adventure,Python,Publisher 20,Spanish,676,1994,2.3,8367,1435,1065290986002,"A compelling adventure novel by Author 104 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4014,The Hidden Legacy 4014,Author 36,Horror,Gothic,Publisher 25,English,260,1998,2.7,8284,1088,5727842880314,"A compelling horror novel by Author 36 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4015,The Emerald Legacy 4015,Author 131,Romance,Cozy,Publisher 29,English,866,1987,1.3,22067,1413,4477950791251,"A compelling romance novel by Author 131 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4016,The Bright Empire 4016,Author 126,Romance,Contemporary,Publisher 18,Urdu,314,2004,1.1,17952,1137,3392514700509,"A compelling romance novel by Author 126 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4017,The Emerald Secrets 4017,Author 4,Poetry,Cyberpunk,Publisher 20,Hindi,375,1996,3.2,44759,1107,5970062035646,"A compelling poetry novel by Author 4 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4018,The Hidden Legacy 4018,Author 35,Self Help,Medieval,Publisher 12,English,636,2020,1.7,31502,1595,0728124422185,"A compelling self help novel by Author 35 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4019,The Bright Forest 4019,Author 105,Romance,AI,Publisher 24,Urdu,130,1992,3.0,28270,1068,1726693043592,"A compelling romance novel by Author 105 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4020,The Silent Legacy 4020,Author 52,Drama,Productivity,Publisher 12,Spanish,259,1983,3.2,39991,1823,7901859935581,"A compelling drama novel by Author 52 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4021,The Crimson Secrets 4021,Author 48,Philosophy,Epic,Publisher 19,English,648,1997,2.4,35355,642,3432802963683,"A compelling philosophy novel by Author 48 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4022,The Golden Code 4022,Author 56,Biography,Productivity,Publisher 6,Spanish,837,2001,3.3,7920,1263,9512618674838,"A compelling biography novel by Author 56 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4023,The Crimson Journey 4023,Author 77,Horror,Contemporary,Publisher 29,Spanish,655,2014,3.3,18012,1008,5763095864569,"A compelling horror novel by Author 77 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4024,The Crimson Journey 4024,Author 28,Philosophy,Gothic,Publisher 14,Spanish,180,2021,1.2,45221,1785,1644313004239,"A compelling philosophy novel by Author 28 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4025,The Bright Journey 4025,Author 120,Thriller,Epic,Publisher 1,Hindi,168,1994,3.3,25187,908,6293148079385,"A compelling thriller novel by Author 120 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4026,The Lost River 4026,Author 115,Adventure,Productivity,Publisher 17,Hindi,760,2003,1.9,46765,1419,5836723702298,"A compelling adventure novel by Author 115 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4027,The Crimson River 4027,Author 93,Poetry,Cozy,Publisher 1,French,892,2001,2.1,41624,1069,8384523716489,"A compelling poetry novel by Author 93 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4028,The Bright Empire 4028,Author 45,Thriller,Medieval,Publisher 30,English,626,2009,3.8,27732,1595,9572128191408,"A compelling thriller novel by Author 45 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4029,The Hidden Dreams 4029,Author 103,Finance,Psychological,Publisher 24,Spanish,414,1986,1.3,42318,1226,3185627232714,"A compelling finance novel by Author 103 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4030,The Infinite Future 4030,Author 49,Horror,Gothic,Publisher 29,Urdu,759,2005,1.5,2555,1067,7719955322885,"A compelling horror novel by Author 49 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4031,The Emerald Journey 4031,Author 28,Technology,Psychological,Publisher 18,English,587,1998,4.5,39658,949,9853173420369,"A compelling technology novel by Author 28 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4032,The Hidden Dreams 4032,Author 74,Technology,Python,Publisher 2,French,691,2023,1.0,43654,1473,9984527791992,"A compelling technology novel by Author 74 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4033,The Bright Empire 4033,Author 97,Historical,Python,Publisher 17,Hindi,169,2019,4.2,14439,1702,7908716918341,"A compelling historical novel by Author 97 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4034,The Forgotten Future 4034,Author 104,Young Adult,Python,Publisher 16,French,818,2009,4.2,10035,1821,7104711707301,"A compelling young adult novel by Author 104 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4035,The Dark Journey 4035,Author 5,Science Fiction,AI,Publisher 9,French,773,1991,4.0,498,901,0502921709305,"A compelling science fiction novel by Author 5 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4036,The Golden Journey 4036,Author 60,Technology,Psychological,Publisher 20,English,946,2013,4.3,9129,387,1821018716230,"A compelling technology novel by Author 60 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4037,The Emerald Future 4037,Author 110,Adventure,Cyberpunk,Publisher 28,English,339,2024,2.6,13153,507,3434938903391,"A compelling adventure novel by Author 110 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4038,The Hidden Empire 4038,Author 132,Programming,Gothic,Publisher 22,Hindi,277,1996,4.0,563,1745,8593485163626,"A compelling programming novel by Author 132 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4039,The Emerald Code 4039,Author 17,Finance,Cyberpunk,Publisher 21,Spanish,330,2019,2.6,30862,1882,0647431844297,"A compelling finance novel by Author 17 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4040,The Silent Code 4040,Author 29,Young Adult,Epic,Publisher 24,English,831,1996,4.1,46149,1934,1989016919706,"A compelling young adult novel by Author 29 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4041,The Bright River 4041,Author 83,Thriller,Python,Publisher 29,French,428,1991,1.5,47564,1063,4208938950715,"A compelling thriller novel by Author 83 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4042,The Infinite Dreams 4042,Author 111,Historical,Epic,Publisher 28,French,121,2003,2.7,28522,475,0453217907887,"A compelling historical novel by Author 111 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4043,The Dark Empire 4043,Author 142,Drama,Cyberpunk,Publisher 13,Hindi,944,2012,1.3,22804,1624,6342383048258,"A compelling drama novel by Author 142 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4044,The Infinite Mind 4044,Author 19,Self Help,Gothic,Publisher 2,English,471,2002,2.7,23447,1573,3905985948719,"A compelling self help novel by Author 19 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4045,The Silent Code 4045,Author 79,Children,Cyberpunk,Publisher 18,Hindi,736,2003,1.4,22374,1926,4690781543801,"A compelling children novel by Author 79 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4046,The Hidden Code 4046,Author 81,Finance,AI,Publisher 13,English,445,2001,3.5,15234,837,0407828735300,"A compelling finance novel by Author 81 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4047,The Emerald Future 4047,Author 132,Finance,Psychological,Publisher 5,French,206,2010,2.8,5375,829,5628934661576,"A compelling finance novel by Author 132 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4048,The Forgotten Mind 4048,Author 91,Mystery,Psychological,Publisher 5,English,753,1997,1.8,48859,577,3582007351016,"A compelling mystery novel by Author 91 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4049,The Crimson Mind 4049,Author 54,Thriller,Cozy,Publisher 22,Urdu,287,1995,2.7,5400,830,2219484429306,"A compelling thriller novel by Author 54 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4050,The Emerald Empire 4050,Author 15,Horror,Psychological,Publisher 23,Hindi,248,1989,2.0,676,326,7741323783303,"A compelling horror novel by Author 15 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4051,The Emerald Mind 4051,Author 125,Business,Cozy,Publisher 15,French,182,2026,2.7,26707,1250,1801159562573,"A compelling business novel by Author 125 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4052,The Silent Secrets 4052,Author 105,Adventure,Epic,Publisher 11,French,550,1990,2.5,27339,561,5707433288056,"A compelling adventure novel by Author 105 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4053,The Bright Empire 4053,Author 72,Mystery,Medieval,Publisher 27,English,616,2009,3.2,17497,1441,6071841367417,"A compelling mystery novel by Author 72 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4054,The Dark Secrets 4054,Author 82,Health,Cozy,Publisher 12,Spanish,243,2008,2.4,18344,1994,4521535062191,"A compelling health novel by Author 82 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4055,The Dark River 4055,Author 26,Philosophy,Medieval,Publisher 21,Hindi,676,2005,4.4,15065,898,1656187544910,"A compelling philosophy novel by Author 26 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4056,The Bright Mind 4056,Author 14,Drama,AI,Publisher 17,Spanish,312,1991,4.5,36622,960,1346957598277,"A compelling drama novel by Author 14 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4057,The Hidden Journey 4057,Author 149,Business,Epic,Publisher 23,Urdu,763,2024,1.4,235,353,8840224069730,"A compelling business novel by Author 149 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4058,The Crimson Mind 4058,Author 143,Mystery,AI,Publisher 19,French,553,1984,4.6,16791,1030,1226252260790,"A compelling mystery novel by Author 143 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4059,The Bright Journey 4059,Author 34,Thriller,Epic,Publisher 4,Hindi,868,2005,4.0,44752,1660,5512768654758,"A compelling thriller novel by Author 34 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4060,The Silent Secrets 4060,Author 34,Business,Gothic,Publisher 22,Spanish,806,2000,4.8,17824,723,3743026810993,"A compelling business novel by Author 34 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4061,The Hidden Mind 4061,Author 47,Business,Medieval,Publisher 20,French,567,2025,1.6,10150,1139,4282752907869,"A compelling business novel by Author 47 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4062,The Forgotten Mind 4062,Author 50,Philosophy,Cozy,Publisher 27,Spanish,356,1981,4.0,6948,1737,2922736369929,"A compelling philosophy novel by Author 50 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4063,The Golden Dreams 4063,Author 133,Thriller,Epic,Publisher 27,English,563,1990,1.9,400,1819,1167651552493,"A compelling thriller novel by Author 133 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4064,The Silent Future 4064,Author 71,Poetry,Psychological,Publisher 3,French,328,1992,2.8,16531,1946,1424798169408,"A compelling poetry novel by Author 71 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4065,The Dark Forest 4065,Author 114,Programming,Cyberpunk,Publisher 21,French,941,2001,1.5,38642,523,3699958164533,"A compelling programming novel by Author 114 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4066,The Hidden River 4066,Author 41,Mystery,Cozy,Publisher 12,Hindi,603,1988,3.3,4265,270,0383458251172,"A compelling mystery novel by Author 41 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4067,The Forgotten Journey 4067,Author 58,Thriller,Contemporary,Publisher 11,Hindi,424,2014,4.8,31927,626,9246638488959,"A compelling thriller novel by Author 58 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4068,The Emerald Code 4068,Author 73,Programming,Contemporary,Publisher 28,English,730,1989,3.0,43172,390,9293127024147,"A compelling programming novel by Author 73 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4069,The Bright Secrets 4069,Author 85,Self Help,Gothic,Publisher 4,Hindi,459,2026,1.0,27786,1275,1897854927658,"A compelling self help novel by Author 85 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4070,The Lost Mind 4070,Author 113,Self Help,Cyberpunk,Publisher 18,Urdu,765,1994,3.0,37709,1141,6485794908282,"A compelling self help novel by Author 113 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4071,The Infinite Code 4071,Author 4,Finance,Python,Publisher 29,English,428,2020,3.2,7063,1750,2290504692957,"A compelling finance novel by Author 4 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4072,The Emerald Mind 4072,Author 143,Horror,Contemporary,Publisher 26,Urdu,263,2021,2.8,32753,892,7837461287541,"A compelling horror novel by Author 143 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4073,The Infinite Mind 4073,Author 101,Romance,Productivity,Publisher 24,Urdu,477,1984,2.3,44852,1138,0475498305185,"A compelling romance novel by Author 101 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4074,The Dark Legacy 4074,Author 82,Poetry,AI,Publisher 10,English,670,2022,4.5,30385,860,5162115347399,"A compelling poetry novel by Author 82 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4075,The Lost River 4075,Author 71,Biography,Cyberpunk,Publisher 22,Spanish,897,2007,3.6,2889,1284,3027159150857,"A compelling biography novel by Author 71 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4076,The Silent Forest 4076,Author 27,Self Help,Psychological,Publisher 29,English,259,1985,3.0,4941,248,5602210531933,"A compelling self help novel by Author 27 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4077,The Lost Code 4077,Author 3,Finance,Gothic,Publisher 9,Spanish,197,1999,4.3,11548,329,2918656690474,"A compelling finance novel by Author 3 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4078,The Silent Code 4078,Author 105,Drama,Contemporary,Publisher 29,Urdu,846,2024,2.9,49064,1212,1798586550279,"A compelling drama novel by Author 105 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4079,The Bright Secrets 4079,Author 38,Philosophy,Productivity,Publisher 18,English,725,2012,3.2,39944,436,2765231542094,"A compelling philosophy novel by Author 38 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4080,The Hidden Empire 4080,Author 8,Health,Contemporary,Publisher 6,French,668,2014,3.0,49731,1714,0171192698346,"A compelling health novel by Author 8 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4081,The Emerald Future 4081,Author 91,Mystery,Cyberpunk,Publisher 29,Urdu,265,2024,5.0,12895,870,0098378932223,"A compelling mystery novel by Author 91 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4082,The Crimson Mind 4082,Author 79,Self Help,AI,Publisher 4,English,402,2023,3.2,16480,1852,4254650402635,"A compelling self help novel by Author 79 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4083,The Crimson Code 4083,Author 36,Science Fiction,Epic,Publisher 5,Urdu,744,2014,3.6,15612,665,3479516437468,"A compelling science fiction novel by Author 36 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4084,The Golden Legacy 4084,Author 99,Drama,Contemporary,Publisher 21,Urdu,495,2014,1.1,41651,910,5027970326829,"A compelling drama novel by Author 99 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4085,The Lost Legacy 4085,Author 108,Technology,Gothic,Publisher 10,Spanish,872,1985,4.0,5588,1917,1579350618732,"A compelling technology novel by Author 108 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4086,The Golden Future 4086,Author 16,Historical,Gothic,Publisher 9,Spanish,434,2007,3.7,4639,1434,4173975354677,"A compelling historical novel by Author 16 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4087,The Dark River 4087,Author 36,Programming,Gothic,Publisher 24,Spanish,213,1995,1.7,37307,1927,0042900489958,"A compelling programming novel by Author 36 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4088,The Emerald Journey 4088,Author 59,Historical,AI,Publisher 27,Spanish,169,1993,3.8,26713,1566,9354358838914,"A compelling historical novel by Author 59 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4089,The Lost Forest 4089,Author 60,Horror,Gothic,Publisher 2,English,167,1993,2.4,2006,748,1985486127055,"A compelling horror novel by Author 60 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4090,The Crimson Dreams 4090,Author 68,Biography,Gothic,Publisher 14,Spanish,352,2015,1.1,17393,392,1615170597447,"A compelling biography novel by Author 68 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4091,The Crimson Journey 4091,Author 95,Science Fiction,Cozy,Publisher 29,English,179,1999,4.6,8156,1545,0473196390159,"A compelling science fiction novel by Author 95 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4092,The Forgotten Legacy 4092,Author 145,Historical,Psychological,Publisher 18,English,537,2002,2.5,44596,393,6261057389120,"A compelling historical novel by Author 145 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4093,The Bright Dreams 4093,Author 37,Mystery,Medieval,Publisher 3,English,361,2019,5.0,7230,273,3528017113269,"A compelling mystery novel by Author 37 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4094,The Dark Legacy 4094,Author 137,Philosophy,Productivity,Publisher 12,Urdu,575,2025,2.1,30654,883,5281995072227,"A compelling philosophy novel by Author 137 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4095,The Bright Empire 4095,Author 135,Historical,Epic,Publisher 19,Hindi,361,1986,4.6,9529,1694,3512552291739,"A compelling historical novel by Author 135 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4096,The Emerald Code 4096,Author 124,Romance,Psychological,Publisher 19,French,151,2015,3.3,26592,1738,8725247847832,"A compelling romance novel by Author 124 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4097,The Emerald Mind 4097,Author 65,Science Fiction,Cozy,Publisher 17,English,381,2021,2.7,42565,1427,7341834686343,"A compelling science fiction novel by Author 65 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4098,The Silent Mind 4098,Author 53,Horror,Gothic,Publisher 18,English,612,2023,3.5,36965,1122,1243799905423,"A compelling horror novel by Author 53 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4099,The Hidden Journey 4099,Author 83,Historical,Epic,Publisher 27,Hindi,761,1990,2.8,47094,1647,6822807472918,"A compelling historical novel by Author 83 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4100,The Forgotten River 4100,Author 137,Mystery,Gothic,Publisher 29,Urdu,464,1990,3.9,11921,256,7538706492164,"A compelling mystery novel by Author 137 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4101,The Dark Future 4101,Author 53,Biography,Psychological,Publisher 7,Hindi,553,1988,1.3,3041,1914,7044940438225,"A compelling biography novel by Author 53 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4102,The Hidden Journey 4102,Author 132,Fantasy,Gothic,Publisher 3,French,833,1989,1.8,17560,1119,7511151040647,"A compelling fantasy novel by Author 132 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4103,The Silent Empire 4103,Author 57,Romance,AI,Publisher 6,Urdu,487,2007,4.9,9967,632,2955384748033,"A compelling romance novel by Author 57 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4104,The Hidden River 4104,Author 113,Health,Gothic,Publisher 13,Hindi,518,2007,4.5,36341,468,3035294046142,"A compelling health novel by Author 113 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4105,The Forgotten Legacy 4105,Author 6,Drama,Gothic,Publisher 26,Urdu,496,1993,2.8,7107,1962,5803947193014,"A compelling drama novel by Author 6 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4106,The Forgotten Legacy 4106,Author 105,Adventure,Psychological,Publisher 20,French,538,2025,4.6,9422,657,1316282065606,"A compelling adventure novel by Author 105 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4107,The Forgotten Legacy 4107,Author 1,Poetry,Gothic,Publisher 27,French,385,1987,3.0,17800,1076,2887029144067,"A compelling poetry novel by Author 1 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4108,The Silent Empire 4108,Author 121,Programming,Epic,Publisher 19,Urdu,193,2002,4.5,13934,1992,7085805042014,"A compelling programming novel by Author 121 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4109,The Lost Mind 4109,Author 20,Self Help,Medieval,Publisher 8,Urdu,793,1984,3.1,47191,234,2044933297398,"A compelling self help novel by Author 20 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4110,The Silent Legacy 4110,Author 93,Self Help,Cozy,Publisher 4,Hindi,724,1997,1.9,5791,1190,0188442823442,"A compelling self help novel by Author 93 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4111,The Infinite Legacy 4111,Author 84,Business,Contemporary,Publisher 6,French,595,2022,1.4,18645,1846,8181033481590,"A compelling business novel by Author 84 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4112,The Infinite River 4112,Author 95,Children,Psychological,Publisher 27,Spanish,644,1980,3.0,26684,1703,3412131299776,"A compelling children novel by Author 95 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4113,The Golden Future 4113,Author 140,Science Fiction,AI,Publisher 23,Urdu,713,2022,3.9,22178,754,7939517326142,"A compelling science fiction novel by Author 140 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4114,The Lost Dreams 4114,Author 77,Technology,Medieval,Publisher 21,French,919,2017,1.7,43606,305,9307161921767,"A compelling technology novel by Author 77 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
4115,The Infinite Journey 4115,Author 11,Technology,Contemporary,Publisher 30,English,467,2009,2.5,17309,1860,3577790727406,"A compelling technology novel by Author 11 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
